work_order_number,dwr_name,technician,tech_subsidiary,job_stop_date,milestone,dummy_unit,on_site_hours,scope_of_work_performed
WO-35000013,DWR-11000199,US Field Technician 12,Pearce Services,2025-04-19,Fielding,Site Visit,2.43,Synthetic site visit and local-contact coordination.
WO-35000013,DWR-11000200,US Field Technician 12,Pearce Services,2025-04-19,Fielding,Fielding,1.4,Synthetic aerial/buried field measurements captured.
WO-35000013,DWR-11000201,PSG Technician 36,Pearce Services Global,2025-04-21,Fielding,Field QC,0.69,Synthetic field package reviewed.
WO-35000013,DWR-11000202,PSG Technician 30,Pearce Services Global,2025-04-21,OCALC,Pole loading,1.05,Synthetic pole-loading extraction and submission.
WO-35000013,DWR-11000203,PSG Technician 30,Pearce Services Global,2025-04-22,Design,Design,7.36,Synthetic design production and record correction.
WO-35000013,DWR-11000204,PSG Technician 23,Pearce Services Global,2025-04-24,Design,Design,2.4,Synthetic design production and record correction.
WO-35000013,DWR-11000205,PSG Technician 04,Pearce Services Global,2025-04-25,Design,Design,3.73,Synthetic design production and record correction.
WO-35000013,DWR-11000206,PSG Technician 10,Pearce Services Global,2025-04-25,Design,Design QC,3.28,Synthetic design quality-control review completed.
WO-35000013,DWR-11000207,PSG Technician 27,Pearce Services Global,2025-04-25,Permitting,Permit Admin,2.28,Synthetic permit preparation or submission activity.
WO-35000013,DWR-11000208,PSG Technician 19,Pearce Services Global,2025-04-25,Permitting,Unscaled Permit,2.66,Synthetic permit preparation or submission activity.
WO-35000013,DWR-11000209,PSG Technician 06,Pearce Services Global,2025-04-25,Permitting,Quality Control - Permit,0.8,Synthetic permit preparation or submission activity.
WO-35000013,DWR-11000210,PSG Technician 15,Pearce Services Global,2025-04-28,Final Delivery,Final Delivery,0.62,Synthetic final package review and delivery.
WO-35000013,DWR-11000211,PSG Technician 09,Pearce Services Global,2025-04-28,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000014,DWR-11000212,PSG Technician 02,Pearce Services Global,2026-04-28,Intake,Intake,0.44,Synthetic WO and project folder created.
WO-35000014,DWR-11000213,PSG Technician 03,Pearce Services Global,2026-04-28,Pre-field,Pre-field,3.12,Synthetic scoping and site-map preparation completed.
WO-35000014,DWR-11000214,US Field Technician 17,Pearce Services,2026-05-02,Fielding,Field Travel,3.12,Synthetic travel to and from the work site.
WO-35000014,DWR-11000215,US Field Technician 17,Pearce Services,2026-05-02,Fielding,Site Visit,1.88,Synthetic site visit and local-contact coordination.
WO-35000014,DWR-11000216,US Field Technician 17,Pearce Services,2026-05-02,Fielding,Fielding,1.57,Synthetic aerial/buried field measurements captured.
WO-35000014,DWR-11000217,PSG Technician 38,Pearce Services Global,2026-05-04,Fielding,Field QC,0.7,Synthetic field package reviewed.
WO-35000014,DWR-11000218,PSG Technician 25,Pearce Services Global,2026-05-08,Design,Design,1.87,Synthetic design production and record correction.
WO-35000014,DWR-11000219,PSG Technician 17,Pearce Services Global,2026-05-09,Design,Design,1.49,Synthetic design production and record correction.
WO-35000014,DWR-11000220,PSG Technician 21,Pearce Services Global,2026-05-09,Design,Design QC,3.24,Synthetic design quality-control review completed.
WO-35000014,DWR-11000221,PSG Technician 33,Pearce Services Global,2026-05-09,Design,Rework - Design,2.78,Synthetic customer or QC corrections implemented.
WO-35000014,DWR-11000222,PSG Technician 24,Pearce Services Global,2026-05-10,Final Delivery,Final Delivery,0.61,Synthetic final package review and delivery.
WO-35000014,DWR-11000223,PSG Technician 19,Pearce Services Global,2026-05-10,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000014,DWR-11000224,PSG Technician 39,Pearce Services Global,2026-05-10,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000015,DWR-11000225,PSG Technician 23,Pearce Services Global,2025-04-27,Intake,Intake,0.45,Synthetic WO and project folder created.
WO-35000015,DWR-11000226,PSG Technician 07,Pearce Services Global,2025-04-27,Pre-field,Pre-field,1.99,Synthetic scoping and site-map preparation completed.
WO-35000015,DWR-11000227,US Field Technician 20,Pearce Services,2025-05-02,Fielding,Field Travel,3.0,Synthetic travel to and from the work site.
WO-35000015,DWR-11000228,US Field Technician 20,Pearce Services,2025-05-02,Fielding,Site Visit,1.51,Synthetic site visit and local-contact coordination.
WO-35000015,DWR-11000229,US Field Technician 20,Pearce Services,2025-05-02,Fielding,Fielding,4.15,Synthetic aerial/buried field measurements captured.
WO-35000015,DWR-11000230,PSG Technician 34,Pearce Services Global,2025-05-03,Fielding,Field QC,0.63,Synthetic field package reviewed.
WO-35000015,DWR-11000231,PSG Technician 09,Pearce Services Global,2025-05-03,OCALC,Pole loading,2.04,Synthetic pole-loading extraction and submission.
WO-35000015,DWR-11000232,PSG Technician 22,Pearce Services Global,2025-05-07,Design,Design,4.94,Synthetic design production and record correction.
WO-35000015,DWR-11000233,PSG Technician 31,Pearce Services Global,2025-05-09,Design,Design QC,2.0,Synthetic design quality-control review completed.
WO-35000015,DWR-11000234,PSG Technician 28,Pearce Services Global,2025-05-09,Permitting,Permit Admin,1.13,Synthetic permit preparation or submission activity.
WO-35000015,DWR-11000235,PSG Technician 03,Pearce Services Global,2025-05-09,Permitting,Unscaled Permit,1.13,Synthetic permit preparation or submission activity.
WO-35000015,DWR-11000236,PSG Technician 08,Pearce Services Global,2025-05-09,Permitting,Quality Control - Permit,1.68,Synthetic permit preparation or submission activity.
WO-35000015,DWR-11000237,PSG Technician 18,Pearce Services Global,2025-05-10,Final Delivery,Final Delivery,1.49,Synthetic final package review and delivery.
WO-35000015,DWR-11000238,PSG Technician 14,Pearce Services Global,2025-05-10,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000016,DWR-11000239,PSG Technician 14,Pearce Services Global,2025-10-04,Intake,Intake,0.65,Synthetic WO and project folder created.
WO-35000016,DWR-11000240,PSG Technician 16,Pearce Services Global,2025-10-06,Pre-field,Pre-field,0.51,Synthetic scoping and site-map preparation completed.
WO-35000016,DWR-11000241,US Field Technician 20,Pearce Services,2025-10-09,Fielding,Field Travel,4.71,Synthetic travel to and from the work site.
WO-35000016,DWR-11000242,US Field Technician 20,Pearce Services,2025-10-09,Fielding,Site Visit,0.9,Synthetic site visit and local-contact coordination.
WO-35000016,DWR-11000243,US Field Technician 20,Pearce Services,2025-10-09,Fielding,Fielding,0.95,Synthetic aerial/buried field measurements captured.
WO-35000016,DWR-11000244,PSG Technician 23,Pearce Services Global,2025-10-13,Fielding,Field QC,0.34,Synthetic field package reviewed.
WO-35000016,DWR-11000245,PSG Technician 13,Pearce Services Global,2025-10-14,Design,Design,2.4,Synthetic design production and record correction.
WO-35000016,DWR-11000246,PSG Technician 06,Pearce Services Global,2025-10-16,Design,Design,3.67,Synthetic design production and record correction.
WO-35000016,DWR-11000247,PSG Technician 29,Pearce Services Global,2025-10-18,Design,Design,8.1,Synthetic design production and record correction.
WO-35000016,DWR-11000248,PSG Technician 34,Pearce Services Global,2025-10-20,Design,Design QC,2.71,Synthetic design quality-control review completed.
WO-35000016,DWR-11000249,PSG Technician 23,Pearce Services Global,2025-10-20,Design,Rework - Design,1.14,Synthetic customer or QC corrections implemented.
WO-35000016,DWR-11000250,PSG Technician 11,Pearce Services Global,2025-10-23,Permitting,Permit Admin,0.63,Synthetic permit preparation or submission activity.
WO-35000016,DWR-11000251,PSG Technician 13,Pearce Services Global,2025-10-23,Permitting,Unscaled Permit,2.46,Synthetic permit preparation or submission activity.
WO-35000016,DWR-11000252,PSG Technician 28,Pearce Services Global,2025-10-23,Permitting,Quality Control - Permit,2.29,Synthetic permit preparation or submission activity.
WO-35000016,DWR-11000253,PSG Technician 16,Pearce Services Global,2025-10-24,Final Delivery,Final Delivery,0.87,Synthetic final package review and delivery.
WO-35000016,DWR-11000254,PSG Technician 38,Pearce Services Global,2025-10-24,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000017,DWR-11000255,PSG Technician 33,Pearce Services Global,2026-04-29,Intake,Intake,0.44,Synthetic WO and project folder created.
WO-35000017,DWR-11000256,PSG Technician 38,Pearce Services Global,2026-04-30,Pre-field,Pre-field,2.83,Synthetic scoping and site-map preparation completed.
WO-35000017,DWR-11000257,US Field Technician 07,Pearce Services,2026-05-03,Fielding,Field Travel,2.2,Synthetic travel to and from the work site.
WO-35000017,DWR-11000258,US Field Technician 07,Pearce Services,2026-05-03,Fielding,Site Visit,1.69,Synthetic site visit and local-contact coordination.
WO-35000017,DWR-11000259,US Field Technician 07,Pearce Services,2026-05-03,Fielding,Fielding,0.5,Synthetic aerial/buried field measurements captured.
WO-35000017,DWR-11000260,PSG Technician 37,Pearce Services Global,2026-05-06,Fielding,Field QC,0.43,Synthetic field package reviewed.
WO-35000017,DWR-11000261,PSG Technician 22,Pearce Services Global,2026-05-06,OCALC,Pole loading,1.27,Synthetic pole-loading extraction and submission.
WO-35000017,DWR-11000262,PSG Technician 37,Pearce Services Global,2026-05-09,Design,Design,1.4,Synthetic design production and record correction.
WO-35000017,DWR-11000263,PSG Technician 07,Pearce Services Global,2026-05-10,Design,Design,6.48,Synthetic design production and record correction.
WO-35000017,DWR-11000264,PSG Technician 13,Pearce Services Global,2026-05-12,Design,Design,2.89,Synthetic design production and record correction.
WO-35000017,DWR-11000265,PSG Technician 05,Pearce Services Global,2026-05-14,Design,Design QC,2.3,Synthetic design quality-control review completed.
WO-35000017,DWR-11000266,PSG Technician 25,Pearce Services Global,2026-05-14,Design,Rework - Design,1.73,Synthetic customer or QC corrections implemented.
WO-35000017,DWR-11000267,PSG Technician 15,Pearce Services Global,2026-05-15,Final Delivery,Final Delivery,1.28,Synthetic final package review and delivery.
WO-35000017,DWR-11000268,PSG Technician 17,Pearce Services Global,2026-05-15,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000017,DWR-11000269,PSG Technician 35,Pearce Services Global,2026-05-15,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000017,DWR-11000270,PSG Technician 07,Pearce Services Global,2026-05-15,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000018,DWR-11000271,PSG Technician 28,Pearce Services Global,2026-03-23,Intake,Intake,0.58,Synthetic WO and project folder created.
WO-35000018,DWR-11000272,PSG Technician 14,Pearce Services Global,2026-03-23,Pre-field,Pre-field,3.03,Synthetic scoping and site-map preparation completed.
WO-35000018,DWR-11000273,US Field Technician 12,Pearce Services,2026-03-26,Fielding,Field Travel,1.47,Synthetic travel to and from the work site.
WO-35000018,DWR-11000274,US Field Technician 12,Pearce Services,2026-03-26,Fielding,Site Visit,1.32,Synthetic site visit and local-contact coordination.
WO-35000018,DWR-11000275,US Field Technician 12,Pearce Services,2026-03-26,Fielding,Fielding,2.91,Synthetic aerial/buried field measurements captured.
WO-35000018,DWR-11000276,PSG Technician 36,Pearce Services Global,2026-03-30,Fielding,Field QC,0.53,Synthetic field package reviewed.
WO-35000018,DWR-11000277,PSG Technician 25,Pearce Services Global,2026-04-03,Design,Design,3.57,Synthetic design production and record correction.
WO-35000018,DWR-11000278,PSG Technician 21,Pearce Services Global,2026-04-04,Design,Design QC,3.36,Synthetic design quality-control review completed.
WO-35000018,DWR-11000279,PSG Technician 06,Pearce Services Global,2026-04-08,Final Delivery,Final Delivery,0.65,Synthetic final package review and delivery.
WO-35000018,DWR-11000280,PSG Technician 09,Pearce Services Global,2026-04-08,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000019,DWR-11000281,PSG Technician 26,Pearce Services Global,2025-05-07,Intake,Intake,0.69,Synthetic WO and project folder created.
WO-35000019,DWR-11000282,PSG Technician 23,Pearce Services Global,2025-05-08,Pre-field,Pre-field,1.45,Synthetic scoping and site-map preparation completed.
WO-35000019,DWR-11000283,US Field Technician 16,Pearce Services,2025-05-14,Fielding,Field Travel,2.07,Synthetic travel to and from the work site.
WO-35000019,DWR-11000284,US Field Technician 16,Pearce Services,2025-05-14,Fielding,Site Visit,1.25,Synthetic site visit and local-contact coordination.
WO-35000019,DWR-11000285,US Field Technician 16,Pearce Services,2025-05-14,Fielding,Fielding,1.03,Synthetic aerial/buried field measurements captured.
WO-35000019,DWR-11000286,PSG Technician 05,Pearce Services Global,2025-05-15,Fielding,Field QC,0.47,Synthetic field package reviewed.
WO-35000019,DWR-11000287,PSG Technician 34,Pearce Services Global,2025-05-16,Design,Design,2.01,Synthetic design production and record correction.
WO-35000019,DWR-11000288,PSG Technician 27,Pearce Services Global,2025-05-16,Design,Design,3.72,Synthetic design production and record correction.
WO-35000019,DWR-11000289,PSG Technician 02,Pearce Services Global,2025-05-16,Design,Design,5.04,Synthetic design production and record correction.
WO-35000019,DWR-11000290,PSG Technician 24,Pearce Services Global,2025-05-18,Design,Design QC,1.76,Synthetic design quality-control review completed.
WO-35000019,DWR-11000291,PSG Technician 29,Pearce Services Global,2025-05-19,Final Delivery,Final Delivery,1.19,Synthetic final package review and delivery.
WO-35000019,DWR-11000292,PSG Technician 35,Pearce Services Global,2025-05-19,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000019,DWR-11000293,PSG Technician 27,Pearce Services Global,2025-05-19,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000019,DWR-11000294,PSG Technician 15,Pearce Services Global,2025-05-19,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000020,DWR-11000295,PSG Technician 38,Pearce Services Global,2025-11-22,Intake,Intake,0.28,Synthetic WO and project folder created.
WO-35000020,DWR-11000296,PSG Technician 25,Pearce Services Global,2025-11-22,Pre-field,Pre-field,1.31,Synthetic scoping and site-map preparation completed.
WO-35000020,DWR-11000297,US Field Technician 07,Pearce Services,2025-11-28,Fielding,Field Travel,1.04,Synthetic travel to and from the work site.
WO-35000020,DWR-11000298,US Field Technician 07,Pearce Services,2025-11-28,Fielding,Site Visit,1.19,Synthetic site visit and local-contact coordination.
WO-35000020,DWR-11000299,US Field Technician 07,Pearce Services,2025-11-28,Fielding,Fielding,1.88,Synthetic aerial/buried field measurements captured.
